ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,ent_fac_dp,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,cca_sh_knob,mparwtr,qlmin,gwd_frc,fbcd,gwd_fsat,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,zhloc_depth_fac,par_mezcla,lambda_min_rp,dec_thres_cloud,dec_thres_cu,forced_cu_fac,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,m_ci,ai,x1r,ar,mp_dz_scal,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,param_cloud_hplus,ps_natl_dms_emiss,u10_max_coare,r0,rho_snow_fresh,tupp_io,f0_io,dz0v_dh_io,nl0_io,rootd_ft_io,psm
Experiment,,1,1,27,1.521106644,1.60090444,7.663061331,0.552613318,0.239164617,0.239164617,0.249304998,0.001382578,0.000123511,6.059346611,3.998503162,1.494934355,0.333140173,4.921036214,27.7470264,0.36039898,0.572020763,0.097642333,0.3608521,0.917029484,0.142983587,38.12895661,0.138838173,0.069419086,0.548251954,0.000415183,1.587035554,14938.62305,0.190644973,0.640624415,1.032553223,0.021680234,0.229033112,0.639665427,0.887552178,0.843666285,0.826519153,0.304800089,3.309753634,0.800261198,1.201661663,6.076233606,1.140872405,20.52720509,74.91958614,114.5695596,32.59167787,0.94751124,0.049490969,0.01960436,3.134488534,0.980852195
Experiment,,1,1,28,1.438594249,1.191710436,9.553872173,0.685428301,0.105727501,0.105727501,0.199419915,0.001132822,0.000172015,6.893475841,3.826465678,1.053836385,0.393010174,2.608456472,38.83374156,0.257508023,0.44062059,0.165196011,0.610506997,0.244528888,0.302560507,80.68280179,0.093570833,0.046785416,0.470481093,0.000155485,1.557169288,7228.662398,0.746106432,0.395698361,1.364316349,0.018125545,0.155814295,0.89800987,2.5516836,1.070370597,1.209522037,0.376870506,1.064121405,0.340116,1.145397402,6.884020958,1.020354929,18.03059775,49.86945726,102.9486663,38.42637125,0.853489383,0.103307315,0.056410636,3.658387624,1.020692682
Experiment,,1,1,29,0.407716147,1.937891169,10.81610954,0.481555134,0.268053892,0.268053892,0.19730385,0.00132433,0.000326964,4.445276435,5.137373125,0.286067535,0.194382831,1.496584872,17.62845594,0.567264656,0.483703172,0.158573993,0.586034323,0.938996766,0.128299292,34.21314442,0.284634336,0.142317168,0.397262837,8.04E-05,1.286836471,16728.2084,0.307788682,0.53423026,2.073489894,0.019712965,0.391332372,0.544947216,2.691608289,0.90202658,0.303079625,0.269860378,0.834450266,0.927520241,1.744113217,6.24493433,1.377496543,16.67272191,50.96149559,127.715817,32.95200251,0.85335876,0.142348284,0.023790384,6.342528641,1.06673575
Experiment,,1,1,30,0.271566748,2.089624727,9.526658762,0.505451192,0.061519002,0.061519002,0.203023736,0.001308222,0.000115809,5.229958077,4.727358049,0.625422778,1.053493634,4.199940955,23.3168195,0.428874959,0.585884064,0.163419513,0.603941677,0.96376195,0.293539964,78.27732362,0.137766306,0.068883153,0.303380177,0.000453584,1.279343308,31181.02231,0.280409266,0.644972955,1.342513667,0.026501751,0.248190995,0.010140688,2.310195072,0.818481092,0.752772646,0.28557597,2.693523874,1.426913036,1.050798967,5.535871275,1.350579421,14.40047246,51.37715063,93.17439211,34.03174257,0.816351861,0.033545997,0.070066509,4.851797307,1.229345987
Experiment,,1,1,31,0.954613027,2.368870905,12.1182414,0.724173973,0.169005611,0.169005611,0.395771852,0.001385122,0.000229112,5.014335788,6.762747356,0.756536711,1.874629837,4.941113599,10.24197572,0.976374117,0.57791121,0.102811956,0.379957227,0.13214808,0.141723464,37.79292375,0.106370227,0.053185113,0.360995429,0.000490419,1.876967461,13435.91323,0.435132469,0.182077868,1.313443301,0.03414196,0.371646943,0.79756632,1.670505065,0.88789708,0.250335118,0.418405308,1.635291575,2.267637906,1.028445479,5.592119987,1.701517005,14.86087083,46.81962315,95.65957163,27.96934938,0.822008393,0.066089434,0.033710347,7.029110764,0.818702262
Experiment,,1,1,32,1.413591841,2.504180313,13.48602333,0.541575867,0.362838889,0.362838889,0.37208095,0.001302341,9.58E-05,8.962885008,6.517756376,1.317044213,0.63935643,3.439660624,12.54987907,0.796820427,0.038172783,0.369338902,1.364948118,0.651115783,0.300742673,80.19804621,0.082390359,0.04119518,0.052443795,0.000819688,1.840265941,5140.910625,0.39814033,0.351866586,0.982956025,0.019430738,0.34322547,0.518339812,1.157123174,1.041082707,1.034009629,0.525809634,1.801287988,0.500090703,0.806682977,6.192451943,1.307942263,20.02505888,52.10258785,91.14256301,37.52592723,0.862862143,0.017340532,0.048065047,7.388855211,1.193116748
Experiment,,1,1,33,0.46804165,1.670173715,1.394856027,0.774974156,0.109428622,0.109428622,0.12742828,0.001092259,0.000179226,6.394428358,5.365230452,1.18699697,0.660008991,2.795419703,18.15862466,0.5507025,0.45391114,0.214704852,0.793474452,0.273812288,0.19343736,51.58329592,0.086047976,0.043023988,0.552914908,0.000294227,1.632749912,14127.60997,0.039633028,0.165725236,0.854588745,0.015473077,0.202561947,0.27509337,1.833049122,0.743854287,0.820411924,0.463031366,0.559827346,1.562289879,1.410610794,5.942521708,1.248095827,15.87951036,68.53574426,109.3063769,40.24793758,0.78734763,0.032247071,0.025099787,2.523560621,1.70357528
Experiment,,1,1,34,2.161261341,1.614420753,14.73892976,0.676874542,0.152486824,0.152486824,0.295155074,0.001031054,0.000477965,0.785627062,4.246257388,1.243303041,0.42761112,3.330829402,20.40865695,0.489988147,0.731978835,0.360830123,1.333502629,0.069606818,0.241072682,64.2860486,0.177101414,0.088550707,0.88477209,0.000358329,1.38988322,36846.40984,0.987632541,0.907603034,0.892685756,0.026344242,0.188227027,0.840358102,0.71576205,1.453238544,0.309254785,0.311507454,3.47593342,3.851675985,1.430656067,5.292759358,1.009959336,15.06381758,60.76025037,97.23329014,39.49791471,0.807303819,0.107491099,0.026672561,6.091962273,1.225367009
Experiment,,1,1,35,3.282409826,1.880888168,7.47640868,0.585647708,0.224414548,0.224414548,0.371599601,0.001161464,0.000457121,5.86196902,6.626022618,0.749050207,1.221083915,5.263716517,3.711844236,2.694078567,0.168964973,0.414503836,1.531862003,0.827389071,0.229906568,61.30841808,0.200822279,0.10041114,0.71873468,0.000705649,1.759340457,17723.81447,0.49596902,0.592376231,1.222909807,0.010539665,0.24145206,0.416473649,2.081298898,1.237071329,0.942364956,0.410581588,2.204396568,0.398596731,1.270109133,5.562307057,1.331870056,16.68164781,64.88535185,121.1267362,31.43787236,0.781261318,0.098933993,0.026826749,5.876480426,1.219168733
Experiment,,1,1,36,2.064378627,2.684578688,10.29088746,0.930539261,0.165316492,0.165316492,0.125055019,0.001316474,0.00030712,1.805146175,3.277215898,0.325046552,1.351873302,4.001486874,9.593388212,1.042384586,0.730627628,0.167852907,0.62032596,0.57559823,0.292325115,77.95336389,0.163376192,0.081688096,0.383860386,0.000712753,1.756580551,35558.15119,0.869857824,0.255575057,1.785759584,0.043243225,0.16175647,0.722627722,0.916148788,0.9748117,0.392741959,0.509910279,2.002658247,3.510896195,1.477800182,6.056968611,1.424220163,20.75241939,43.93118086,112.1782773,34.05016609,0.703456893,0.041322795,0.073088043,0.450178615,0.646771205
Experiment,,1,1,37,1.146996646,2.110264998,4.763786732,0.769828299,0.10237885,0.10237885,0.239889563,0.001648004,0.000365623,1.919788139,4.530064364,1.779827876,0.681684342,5.480870467,27.76272398,0.360195203,0.8946389,0.086407849,0.319333353,0.39200039,0.198597145,52.95923854,0.241766254,0.120883127,0.372594948,0.000153067,1.724828894,10956.42312,0.976866174,0.151727616,1.951732515,0.018949926,0.232743978,0.004972071,2.327395535,1.351791337,0.480429093,0.353564775,0.884505778,4.14711551,1.122118443,5.922795284,1.29786857,17.57943948,48.50240249,92.96546573,29.49645726,0.96077124,0.092846403,0.026190704,1.938329377,1.604221259
Experiment,,1,1,38,1.243334725,0.546182372,3.026505087,0.688971492,0.198884961,0.198884961,0.12687024,0.00180793,5.51E-05,6.641091974,2.281113436,0.560482548,0.752145654,1.793048884,18.5661411,0.538614887,0.040244121,0.303941214,1.123261007,0.818869265,0.110963998,29.59039935,0.070535004,0.035267502,0.068559062,0.000172007,1.046507702,28801.80184,0.722064001,0.501097955,0.654853367,0.03745973,0.203050955,0.589393913,1.06543898,0.873309215,1.742484885,0.458551058,0.845245288,0.531864622,1.925562282,5.430238311,1.407325026,22.11864758,46.7159225,87.31413159,37.70514681,0.818505996,0.041604527,0.054162204,3.22213284,1.657924972
Experiment,,1,1,39,2.080412587,1.61186736,6.382976804,0.378932857,0.415607352,0.415607352,0.153656805,0.001198576,0.000144612,7.480240581,6.324971061,0.245851745,0.466987295,3.174287095,7.496887392,1.333886916,0.085871203,0.164165734,0.606699453,0.842791027,0.048021214,12.80565717,0.276106056,0.138053028,0.958969018,0.000445575,1.866629912,29757.11787,0.674141974,0.923274448,1.008240199,0.008503318,0.281615732,0.59905502,3.448694997,1.093859208,0.567342552,0.215830666,2.282648477,1.568566582,1.096493754,5.325815743,1.069830931,18.15285806,62.5855771,120.4007306,38.91579291,0.883315753,0.071860463,0.036464965,2.011787187,0.811890586
Experiment,,1,1,40,3.291618466,0.814920445,8.963358506,0.64535873,0.156174381,0.156174381,0.235490595,0.001508681,0.000217972,5.529996008,2.484967545,1.789607981,0.202744985,4.516683782,4.595195847,2.176185811,0.275552524,0.24413643,0.902243329,0.979300164,0.305791537,81.54440986,0.416364869,0.208182434,0.56913736,0.000518273,1.075738616,18601.99679,0.02366751,0.737031326,0.776040463,0.033270261,0.246616627,0.007548122,2.627644304,0.841820838,0.617430241,0.263734116,3.053080274,2.150837622,1.104336014,6.526355967,1.679132841,23.3275742,44.28427826,98.93883488,28.19655521,0.817009127,0.062195724,0.02568887,5.471541778,1.00263965
Experiment,,1,1,41,2.659902203,0.860468487,1.136229145,0.52573394,0.50031863,0.50031863,0.118759991,0.001108376,0.000315964,7.824659522,3.352419746,0.62925758,0.076093098,3.664323279,24.12045852,0.414585817,0.246113952,0.266944583,0.98653433,0.376378863,0.39916825,106.4448667,0.059496114,0.029748057,0.638225761,0.000877166,1.478101086,21675.3442,0.644985355,0.812698453,2.068202306,0.017501908,0.163135882,0.963003603,3.585961431,0.841936325,1.669688654,0.241036593,2.392112499,6.139134496,1.890504389,5.455245322,1.580574034,21.29451893,53.57453027,88.8911901,39.04103939,0.781818543,0.080746229,0.059065996,4.301645803,1.418075364
Experiment,,1,1,42,3.308811313,0.124878763,10.54764414,0.620852189,0.155703093,0.155703093,0.089605236,0.00174603,8.52E-05,8.566138617,1.088285811,0.696904187,1.764952355,3.322614109,33.96731582,0.294400654,0.195630963,0.400549431,1.480291375,0.604359605,0.269715287,71.92407643,0.140566781,0.07028339,0.503630484,0.000737618,1.232316017,30903.45827,0.326570818,0.053696709,2.043965447,0.023508335,0.352864564,0.217576492,1.168269648,0.939466959,0.8911925,0.63975357,2.34856107,2.612803878,1.325770704,5.435164299,0.947268172,19.78816737,54.56410086,106.6212316,33.44308966,0.807729963,0.055005642,0.015426989,4.830167091,1.116346746
Experiment,,1,1,43,1.245766664,0.640776092,5.368225142,0.456801313,0.294322658,0.294322658,0.190052605,0.001014109,8.81E-05,3.807309533,1.63289514,0.232443266,0.557120892,2.443378324,18.89402402,0.529267878,0.623453007,0.261196927,0.965292992,0.254104008,0.057807309,15.41528253,0.17277893,0.086389465,0.350557764,0.000284195,1.083450977,17030.38456,0.108682241,0.377130562,1.24247471,0.008445275,0.272554107,0.153564371,1.216479466,0.881069426,0.897440776,0.385932361,2.887032562,2.575618013,0.956398523,5.375424037,1.623705247,14.57402809,48.69742439,87.12676217,26.14861058,0.907112153,0.095831286,0.093923336,5.459621035,0.664441338
Experiment,,1,1,44,0.851643479,0.784821106,2.444237131,0.382233594,0.242704475,0.242704475,0.217031837,0.001283621,0.000271151,5.250902301,6.261831824,1.31097814,0.946293597,4.443915698,9.404135081,1.063362012,0.418628879,0.343383707,1.269026743,0.709634801,0.074135853,19.76956069,0.109287555,0.054643777,0.745988653,0.00022605,1.046150291,13595.8169,0.197467547,0.611998702,2.18655557,0.017069195,0.205187835,0.200359779,1.050704627,0.723294629,1.947967084,0.566396421,2.215867112,1.339573506,1.33022137,6.316507276,1.175220357,16.96486111,47.57778349,110.0040125,37.09442374,0.764493377,0.104494485,0.05234229,5.437327604,1.000024289
Experiment,,1,1,45,2.316736503,2.177325654,6.559255681,0.480281366,0.047739408,0.047739408,0.195504093,0.00161638,0.000173183,2.713364156,1.526677647,0.5370981,0.643180942,3.465765992,11.88798071,0.841185752,0.47435412,0.210311412,0.777237827,0.271486107,0.28939662,77.17243197,0.152431576,0.076215788,0.571171205,0.000110243,1.268062542,23766.65153,0.552965873,0.660343493,1.730715882,0.026094456,0.173478134,0.955077943,0.8404242,0.906394317,0.562508216,0.529092219,1.795693994,3.400763352,1.441724435,6.539510091,1.849738337,15.27494715,43.73373728,82.8426707,29.95871602,0.855073542,0.070605642,0.103943246,3.026153794,0.545402109
Experiment,,1,1,46,2.294003223,0.670545742,1.656506096,0.416066503,0.261185116,0.261185116,0.365358021,0.001309134,8.14E-05,4.338451838,2.064433723,0.158902082,1.460749663,3.80931662,17.72080261,0.564308526,0.447423632,0.258346292,0.954758037,0.232923804,0.133230832,35.52822174,0.109124418,0.054562209,0.851941435,2.56E-05,1.17014499,13466.33997,0.941590129,0.72130441,1.227043852,0.054312247,0.18023192,0.18855125,0.881188813,1.246362966,0.852565613,0.322813087,0.8197619,1.04323137,1.57697181,6.840032191,0.698783727,20.44436677,62.31457056,111.1157944,30.14660969,0.814932791,0.019217968,0.079256553,6.840165129,0.829935426
Experiment,,1,1,47,0.670090751,2.357382186,3.12733105,0.699125741,0.059130499,0.059130499,0.149237285,0.001295443,0.000401767,5.05368783,6.009373045,0.398343483,1.160974408,5.61490582,26.71363124,0.374340722,0.17757388,0.144166301,0.532788503,0.672598663,0.370987444,98.92998494,0.087393042,0.043696521,0.214280997,0.000397469,1.249368413,17864.30668,0.181251031,0.76337977,0.735681519,0.023954467,0.15624114,0.540577284,1.7468222,0.676022195,1.329873365,0.43303715,2.677604937,3.009954088,1.71610791,5.475385088,1.712428127,15.68509413,62.90043512,113.8530909,39.60849674,0.801754703,0.072904079,0.03030055,2.652222077,0.794935198
Experiment,,1,1,48,3.94747852,0.529543933,8.921974202,0.853844398,0.275125725,0.275125725,0.106405932,0.001212375,0.000488517,4.690343724,5.882326982,0.506397698,0.938416679,2.391490309,11.19797775,0.893018385,0.456281372,0.294018607,1.086590503,0.814572252,0.074738485,19.93026275,0.057892471,0.028946235,0.799963031,0.000364989,1.297421433,8697.372509,0.90061549,0.774144533,0.804323414,0.053415602,0.120907434,0.557192517,1.924360639,1.334035826,0.588341181,0.49370075,1.916663703,1.525748931,1.702188311,5.299435309,0.907006026,17.81603016,72.05808163,92.47621076,33.61985863,0.763591501,0.11932555,0.024583977,4.110303644,1.750096933
Experiment,,1,1,49,1.188942104,1.236354096,8.795674082,0.821657014,0.208661185,0.208661185,0.143357848,0.001157054,0.000422647,1.372859415,1.05895244,1.101160846,0.165190919,1.86591504,30.50481271,0.327817125,0.256495714,0.334750916,1.237122949,0.422279174,0.122760471,32.73612549,0.235307042,0.117653521,0.210695728,0.000410243,1.706823528,30257.99297,0.617961372,0.040179428,0.978465781,0.012236324,0.273366676,0.363699988,3.206559328,1.006362929,1.48345379,0.471600474,1.91305769,0.815571758,1.887250932,6.38855483,1.162267424,18.85857681,53.56239907,111.0014326,39.36599243,0.748684646,0.097256796,0.068464553,1.733074053,1.540141871
Experiment,,1,1,50,1.559271975,2.302999715,9.185563369,0.818120857,0.237344638,0.237344638,0.081508742,0.001354821,6.12E-05,1.861198827,2.891953175,0.375720354,1.493570243,3.674855181,31.65826878,0.315873242,0.475594935,0.182861274,0.675791663,0.335921557,0.296740232,79.1307286,0.157608673,0.078804337,0.813764457,0.000480742,1.732708843,16002.68569,0.167617893,0.121713902,0.93064799,0.02235695,0.165660094,0.628042995,3.036453561,0.821060977,1.330908814,0.514722007,1.706356209,2.635223352,1.815162953,5.733717973,1.669858579,22.00128801,64.6848479,100.9630747,37.41081327,0.821674913,0.124652176,0.06188567,1.301821013,1.388975788
Experiment,,1,1,51,0.794330939,1.208984569,8.701212237,0.607808557,0.034669204,0.034669204,0.041018134,0.001594186,0.000219067,1.692914474,3.812634889,0.203206659,1.173896561,3.02939012,16.95895061,0.589659126,0.749119767,0.474435302,1.753347856,0.024787637,0.029630157,7.9013753,0.250907,0.1254535,0.489590454,0.000642547,1.797300684,5452.929824,0.154677048,0.752116754,0.995102171,0.033453346,0.292216349,0.358407415,2.663286227,0.660837016,0.576960542,0.428357332,2.145295758,1.056499628,0.764681683,5.967690278,1.704804829,18.23634762,49.60537779,91.85313236,31.76118826,0.890041345,0.07454827,0.047599255,3.482466692,0.851199024
Experiment,,1,1,52,1.99563049,0.351331266,7.685965059,0.714988403,0.20753436,0.20753436,0.052914322,0.001850299,9.09E-05,5.475006876,4.472790925,1.030951522,1.613114454,4.708689294,14.0353859,0.712484863,0.26141378,0.071995465,0.266070197,0.171157892,0.073398621,19.5729657,0.086812259,0.043406129,0.649517271,0.000216569,1.47285017,13845.52295,0.620686091,0.867559445,1.15904222,0.047938506,0.244267619,0.333870513,3.245433471,1.180492882,0.718563209,0.485296658,2.805304946,4.562111888,0.965298144,6.251735083,1.423924264,21.71961664,67.9374359,107.5135422,31.98643158,0.718290569,0.035961223,0.049724317,5.844953276,0.740671109
Experiment,,1,1,53,0.645479676,2.592385224,10.22940823,0.9365402,0.271061494,0.271061494,0.107665089,0.001609464,0.000325298,4.391492093,1.555321599,1.473262014,1.519065609,3.20191697,15.20322835,0.657755035,0.633385698,0.413678333,1.528811232,0.094168044,0.106277636,28.3407028,0.097584021,0.04879201,0.161264362,0.000129753,1.454369492,7793.427433,0.975105774,0.102646482,0.896361735,0.020866474,0.221855239,0.302852268,2.475923442,1.040076012,2.650364522,0.626022725,2.646994121,1.742328951,1.19960675,5.568064815,1.029357793,22.86272681,54.14745091,98.39167166,38.89294133,0.741896334,0.115147788,0.077889316,1.174235512,1.891489554
Experiment,,1,1,54,3.580599592,2.138111687,11.93470023,0.848153685,0.213788536,0.213788536,0.358968975,0.001331473,0.000248189,2.141974388,4.83418857,1.177043296,1.433774324,5.709560549,18.82622382,0.531173968,0.466616818,0.218465208,0.807371422,0.197227878,0.113828069,30.35415185,0.104553962,0.052276981,0.333154889,0.000606077,1.595762883,20323.01919,0.930746695,0.465754636,1.262294054,0.010413245,0.227433882,0.699382163,1.799704202,1.078016876,0.536055864,0.368369601,0.953160726,2.595112768,1.975270017,6.285090567,1.143184269,17.74316553,55.19786224,89.31496178,39.38675139,0.775091054,0.017562373,0.039764812,2.999854608,0.590348613
Experiment,,1,1,55,1.221721783,0.45967263,11.31684222,0.914737535,0.04716848,0.04716848,0.333746096,0.001520388,5.59E-05,5.321435948,3.278955758,0.68032271,0.469403854,2.038504523,21.61525542,0.462636217,0.809562663,0.029704056,0.10977586,0.387402579,0.34777711,92.74056267,0.211651295,0.105825647,0.472496456,0.00078123,1.726106798,12017.83757,0.456814596,0.96968454,0.671724805,0.054029688,0.19029324,0.578554951,1.841665344,0.838550808,2.687225482,0.176779837,3.104469976,2.199048208,1.996967944,6.061643799,1.120686054,21.51062883,58.82492375,84.24924494,32.09947474,0.778499779,0.112639764,0.070296621,5.142305669,1.298132976
Experiment,,1,1,56,3.049175258,1.171365136,3.284625793,0.637760802,0.108868087,0.108868087,0.140788379,0.001034272,0.000205112,2.776177065,8.937768143,0.33744408,1.816226309,3.723692539,36.93390475,0.270753934,0.0553676,0.306046363,1.131040906,0.794038405,0.104262179,27.80324761,0.102251142,0.051125571,0.713770338,0.000271869,1.591732886,14469.69941,0.740059562,0.985427033,1.880474885,0.01453257,0.153825978,0.872616719,0.420979099,0.813063742,1.160551773,0.273105402,2.957778622,0.751618797,1.424299445,6.049112271,1.662970241,19.59609695,55.63507116,98.52891294,35.67291666,0.892094991,0.048801595,0.06256883,2.349542427,1.974925289
Experiment,,1,1,57,1.939145007,1.375427962,0.714417728,0.927851028,0.357599367,0.357599367,0.213677494,0.001117457,0.000345685,7.706430528,4.261005281,0.944515857,0.309140452,5.585137365,15.89448653,0.629148981,0.52029455,0.391998355,1.448689572,0.059418779,0.367267552,97.93801382,0.197891357,0.098945678,0.239326338,0.000462586,1.440787578,6169.613748,0.797905463,0.165827593,1.501226396,0.016824131,0.200556445,0.88652822,2.396323262,1.127638758,0.681799654,0.632946094,3.784832611,1.000504133,1.111826379,6.351534724,1.653523378,20.74123992,67.29311789,86.84766964,32.64909033,0.731851118,0.117096962,0.081944536,5.065891755,1.317975578
Experiment,,1,1,58,2.208213964,0.677965686,6.882483463,0.612389739,0.253807076,0.253807076,0.332694964,0.001661919,0.000407355,0.995474089,5.023840513,1.679092332,1.156166655,4.073618827,32.53424157,0.307368468,0.429552107,0.217205648,0.802716524,0.717950532,0.200524601,53.47322689,0.160646067,0.080323034,0.41953682,0.000137958,1.612666107,22749.91783,0.928167639,0.87559451,2.425541231,0.054754094,0.205398431,0.7366224,0.955650634,1.371441951,1.252648875,0.444061061,1.543798431,3.924638812,0.904114162,6.200639061,1.2074881,21.6879333,67.64817982,85.31631746,37.61621289,0.92484318,0.064436298,0.016088679,4.552851176,1.267464548
Experiment,,1,1,59,0.754298452,2.59881879,9.333959704,0.796527871,0.535998961,0.535998961,0.468827265,0.001406524,0.000374225,5.392185529,5.335901442,1.556845046,1.231376663,5.145340997,32.29585883,0.309637222,0.829004391,0.341867735,1.263424237,0.862737278,0.130171177,34.71231381,0.238939809,0.119469905,0.612102926,0.000548189,1.703678038,10368.25165,0.114706306,0.867147218,1.124254554,0.016571949,0.324584679,0.772541088,1.465541307,0.789857503,2.272670457,0.232041217,3.243934317,2.373066452,0.890950649,6.001600647,1.379140284,21.48001023,47.90872343,119.8673303,38.26689331,0.776840423,0.09346955,0.060816953,3.034847094,0.556684991
Experiment,,1,1,60,3.05862097,0.844804076,8.398016487,0.732646615,0.262857568,0.262857568,0.292830722,0.001861183,0.000206288,9.193295386,0.692095295,0.504947585,0.592387016,4.225810666,23.87908265,0.418776556,0.462462736,0.388735674,1.43663184,0.592768027,0.321940797,85.85087918,0.230123626,0.115061813,0.748665602,0.000105115,1.18184996,6135.757462,0.948785221,0.817127894,1.422257297,0.009082392,0.222552418,0.001347951,1.520668059,0.882129518,1.187626015,0.381641239,1.602087378,3.332514446,1.444750438,6.321352522,1.304369434,15.44631153,70.92429206,120.3083101,33.65338501,0.799581984,0.139832044,0.032699103,4.621159749,1.150582808
