ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmax,prog_ent_xmin,prog_ent_int,prog_ent_grad,tau_conv_prog_precip,eff_dcfl,eff_dcff,cpress_term,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,mparwtr,qlmin,gwd_frc,fbcd,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,dec_thres_cloud,near_neut_z_on_l,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,param_pdf_power,param_pdf_merge_power,c_r_correl,param_aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,a_ratio_exp,a_ratio_fac,starticetkelvin,tice,param_tnuc,allicetdegc0to1,allicetdegc,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,ps_natl_dms_emiss,ps_prim_moc,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,r0,rho_snow_fresh,rmax,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,unload_rate_u,can_clump,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,n_lai_exposed5,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,12,2.849470209,0.356686511,-5.126456093,-3.528913452,-5.1497818,-1.56038633,6988.018045,2.129715742,1.583700447,0.702367541,0.844760895,11.32813162,0.46195846,1.209678855,1.209678855,0.001291809,0.000841046,2.531901951,3.446182998,2.579337194,2.052640049,9.344971682,1.0700942,0.08433784,0.372505391,1.376650358,0.107873198,1.325159937,0.000165872,1.975794465,12182.54524,0.125771295,0.06372597,0.131539968,0.730300207,2.559468137,0.378214162,0.010438503,0.34193651,0.22874284,0.522951738,3.745528774,825.5035635,0.000138024,-0.131859134,0.095754207,266.3882626,266.3882626,-6.76173738,0.90866274,-8.948750023,0.652610115,0.559577221,0.819404213,2.94666889,0.765850812,1.910900826,1.869034055,2.98594739,3.42136154,0.70828658,0.112643177,0.001173482,-0.119325678,15.63699077,63.25653335,104.3795939,2160.381639,4.27E-06,59.70022267,164.0798166,3.32E-06,5.021561066,37.71470728,0.835304311,0.847108944,0.015309145,0.979513503,3.335379352,1.277785045,0.171443149,0.008679569
Experiment,,1,1,13,1.703106272,0.341117857,-5.038685195,-2.805735246,-1.370241102,-0.609950266,8802.649702,1.569350683,3.061190097,0.023592912,2.129833865,2.975092729,0.805384295,1.176922626,1.176922626,0.001022101,0.000911597,6.014172596,5.686546908,1.92055306,3.849998858,3.168684742,3.155883533,0.248365497,0.456308015,1.686355709,0.187679686,3.039156763,0.000524737,1.091892721,9225.248374,0.868043272,1.195729413,0.873842025,0.8828369,2.363809801,1.298393157,0.039373281,0.159578884,0.243308381,2.142661432,9.414248312,3057.972684,0.000438118,-0.129477066,0.096510037,262.7361058,262.7361058,-10.41389417,0.858718869,-13.30116307,0.658124045,0.460594174,1.004745576,0.558319876,0.956719976,1.272458168,1.721406433,2.265194337,3.279098966,0.710672254,0.040045839,-0.00630004,-0.171591757,15.40715266,61.30325367,102.4784226,2351.758217,2.04E-06,61.71600596,164.1944286,2.35E-06,6.142448948,32.14343186,0.945086585,0.607232026,0.038510881,4.112027089,2.652143155,1.935561711,0.652903333,0.017008556
Experiment,,1,1,14,2.425887519,0.430684112,-5.053105879,-3.545214864,-4.26025489,-1.32317481,13644.1877,3.072838171,3.160369634,0.952586829,2.062859208,6.96573272,0.422616459,1.508218803,1.508218803,0.001112898,0.000106271,5.546503064,8.030531454,0.472100739,3.770838026,16.48727757,0.606528274,0.486966802,0.401626658,1.484272433,0.106353611,2.922684426,0.00090559,1.675067458,22349.40549,0.267489481,1.296821885,0.535204912,0.569202616,2.598438765,0.827544085,0.039999884,0.265754828,0.106449438,1.787653669,7.058754137,2253.98101,0.000189534,-0.234798319,0.063091603,250.7930446,250.7930446,-22.35695537,0.825297765,-24.3420357,1.444781901,2.320972548,1.224113102,1.455862252,1.516572771,0.988464274,1.279132037,0.509731641,4.653998753,0.58642519,0.114198403,-0.002894702,-0.122434287,20.65491096,48.86934847,87.97531544,1670.212095,3.02E-06,40.28144025,128.2567557,3.48E-06,7.472386472,25.31048457,0.791197037,1.590894669,0.051887633,0.577422564,1.810236977,3.29622705,0.034917869,0.007023123
Experiment,,1,1,15,2.296054563,0.443549393,-4.535077135,-3.083915002,-3.493273622,-1.276566641,9584.220478,1.227486419,4.667629109,0.523687847,1.753999995,3.099661421,0.601326912,0.462154854,0.462154854,0.001089408,0.0004126,1.284475161,0.993968892,1.688166322,3.933475862,27.15176132,0.368300232,0.298808351,0.074346742,0.274759699,0.094851563,2.634629153,0.000428063,1.926497825,15203.11606,0.58220965,1.918068613,0.547130156,0.727021398,2.989127501,0.676867882,0.011869095,0.22262883,0.489766432,1.762925413,5.579647674,1520.714045,0.000105714,-0.084302876,0.110843807,245.9942804,245.9942804,-27.15571958,0.98874625,-27.80311728,1.080443962,1.146600123,1.523702992,1.903829035,1.420770444,1.902264667,1.625412305,2.034978617,4.063677291,1.067232389,0.092302591,-0.002064926,-0.135114227,22.59670841,53.53670431,114.4543683,2229.702391,2.43E-06,20.32290706,134.7772754,3.25E-06,5.101295443,30.52699248,0.694611763,1.334833846,0.066397647,3.414224367,3.708739893,1.522307294,0.437559869,0.007196653
Experiment,,1,1,16,2.351895755,0.350055463,-4.593743258,-3.439896738,-5.617916681,-1.734927702,14913.41873,2.277255839,5.944957709,0.283719441,0.798935758,11.59376661,0.681368218,1.139215535,1.139215535,0.001499607,0.000662423,5.649931079,3.933653917,0.93740121,2.001699069,32.96763849,0.303327762,0.11838143,0.104600473,0.386566966,0.07295459,0.732209252,0.000506983,1.204790606,14892.30907,0.666946763,1.790932922,0.564694906,0.59846578,2.627976081,1.127791012,0.035135366,0.214896481,0.479502597,1.343436771,5.553262822,1662.316754,0.000126084,-0.153703577,0.088822965,268.1279898,268.1279898,-5.022010161,0.502987558,-17.4964278,0.911224177,0.836516009,1.188980686,1.043541757,2.15468754,1.035461085,1.281623321,0.603998941,7.374164253,1.014315816,0.072051645,-0.005094125,-0.15063826,21.96801396,54.14515107,71.59081613,2035.373059,1.78E-06,53.23731489,124.828131,2.81E-06,5.960407758,32.26118214,0.902899433,0.92652112,0.03240834,2.018790453,3.141271645,3.250704503,0.25669551,0.010035115
Experiment,,1,1,17,1.588320233,0.587375565,-4.46667959,-2.681587705,-0.916256231,-0.560724452,14970.98587,0.901714186,7.873458091,0.584171264,1.24192791,8.176319033,0.539069218,0.518405359,0.518405359,0.001564486,0.000804288,4.864153591,6.438142785,0.542504748,4.153416897,23.19105672,0.431200705,0.037655022,0.219900306,0.812675046,0.07702007,0.832495787,0.00077609,1.630300009,3578.120869,0.696720822,1.608775426,0.931344876,0.742976979,2.945552428,1.204110037,0.018529379,0.109787392,0.697562263,1.499096104,7.783436344,4568.167603,0.000247466,-0.236660753,0.062500653,255.5407418,255.5407418,-17.60925817,0.331335875,-27.32851114,1.39933266,0.937976648,1.222107116,1.815488377,0.742618225,1.729927142,1.523016527,3.032717917,5.710494445,0.911156525,0.033998352,-0.006167965,-0.175190982,15.99313428,74.55307132,100.9839315,1805.903534,1.12E-06,41.97529391,142.9592254,1.77E-06,6.399628497,26.23694375,0.861284416,1.065923539,0.062790681,1.624379716,3.575831349,3.325166073,0.729439639,0.008757728
Experiment,,1,1,18,2.372084575,0.658474432,-4.654521211,-2.811310366,-1.955165766,-0.929687533,16268.71522,3.942376837,1.621825336,0.243248709,0.535212757,1.777086593,0.465048123,0.72886164,0.72886164,0.001206653,0.000550202,6.45335768,4.067901931,2.51149006,3.94192965,34.91679041,0.286395166,0.442554249,0.217376036,0.803346218,0.055823556,4.74068619,0.000863655,1.919398864,18084.52249,0.141313833,1.13161581,0.706204726,0.460368049,2.882971667,1.523230175,0.023718266,0.177878452,0.110599119,1.853883279,10.97219791,2634.912414,0.000644843,-0.374368415,0.018806012,252.2045066,252.2045066,-20.94549344,0.790553435,-23.37550392,0.759459549,1.481327278,0.571388434,3.539151641,1.137506894,1.114823747,1.695101912,1.266107506,1.034377854,0.591546075,0.1083174,0.003900375,-0.11926779,20.57353133,57.8245833,118.9479436,2315.288914,2.86E-06,62.95600204,181.9039456,1.75E-06,8.418041064,31.96881645,0.787803443,1.135346309,0.054226086,5.400506721,2.31126978,2.679552814,0.081176649,0.009714422
Experiment,,1,1,19,2.077647652,0.456433975,-5.27982881,-3.256637152,-2.153157988,-0.801314927,5604.718381,2.513651075,7.973313224,0.199888773,0.104972868,10.62892252,0.662653062,1.082608918,1.082608918,0.001658148,0.000108214,4.186411613,3.17636484,0.380416175,2.854800322,20.33008036,0.491881971,0.210131649,0.209124285,0.772850617,0.115903319,5.941205806,0.000184678,1.882784426,27678.29085,0.95875435,0.418053036,0.900451374,0.848396657,3.100819474,0.93562439,0.035357747,0.253216836,0.498208651,1.237619581,7.82812751,3136.021408,5.66E-05,-0.269559107,0.052062005,262.3299072,262.3299072,-10.82009284,0.364174965,-23.34934428,1.026323519,1.236199884,0.965352128,2.320680421,0.753670604,1.927212972,1.016580867,1.656387597,3.613183027,1.003448506,0.045862862,0.000806854,-0.16089576,17.76842114,51.19016427,134.379722,2044.032054,3.57E-06,61.4416579,195.8213799,3.64E-06,5.487400737,38.11963395,0.870466912,1.023465454,0.02587066,1.223326796,1.388561408,3.576210439,0.056161433,0.016098798
Experiment,,1,1,20,1.535517368,0.388119483,-5.241191093,-3.389154073,-1.711573004,-0.619532911,17837.00864,1.770841377,6.449817253,0.181550962,1.307663398,7.868458148,0.656905371,0.330286199,0.330286199,0.001284289,0.000673884,3.959514537,7.955993841,1.683574079,2.109539197,21.23689664,0.470878592,0.618449609,0.318237093,1.176093606,0.095105388,4.054199169,0.000686547,1.032571066,24712.47764,0.632118077,1.392095207,0.679597538,0.671662625,2.428243651,1.136568913,0.012151251,0.348161096,0.728728387,0.884166542,8.610563934,1035.441348,0.000114159,-0.306012712,0.040495277,267.3893376,267.3893376,-5.760662365,0.981317961,-6.26940476,1.245870202,0.622692516,1.24031165,3.574941674,2.285864789,1.982809476,1.60742733,1.142935742,5.259036968,0.527712881,0.11754565,-0.001663263,-0.119137597,15.50381887,56.32652901,133.4617432,2038.252531,5.38E-06,19.90270125,153.3644444,3.51E-06,5.786944901,31.53305034,0.901679299,1.159920542,0.041282341,2.746118388,2.632150694,0.53077923,0.783009269,0.01209509
Experiment,,1,1,21,1.711545318,0.623802641,-5.378179967,-3.062747809,-0.815013646,-0.46977955,6013.986862,2.849312964,6.569307343,0.828270124,2.674769426,11.13136962,0.621414816,0.546357417,0.546357417,0.001337295,0.000697819,1.996516664,6.877980225,0.506780561,3.559180396,25.10381296,0.398345861,0.633719118,0.218993708,0.809324574,0.086974989,4.946610177,0.000513008,1.365032461,14054.42842,0.799063569,0.941062558,0.191926578,0.324480673,2.492937897,1.246498971,0.033696342,0.328008848,0.877579639,1.302370537,8.218513483,2529.64305,0.000653495,-0.375420846,0.018472075,265.0122695,265.0122695,-8.137730506,0.575068982,-17.48343315,1.218632884,0.464883595,1.238286306,2.329051196,1.74769766,1.468631328,1.89045746,0.853718449,6.650512822,0.889321325,0.098822214,0.001971691,-0.127055003,23.71854217,61.68146658,134.5804161,1786.017472,2.75E-06,48.05188035,182.6322965,2.43E-06,3.604465782,36.49350088,0.921166504,1.487396756,0.075157917,3.144680987,0.420498432,0.555908773,0.137068169,0.009465444
Experiment,,1,1,22,1.947052156,0.680431068,-5.134189987,-3.023716122,-1.1342811,-0.60015957,5865.342425,1.3663305,4.376516185,0.820988396,0.830047755,1.917834699,0.704600859,1.811964452,1.811964452,0.001298028,0.000849514,5.752065458,0.322871055,1.749701961,1.931928699,13.5297651,0.739111132,0.566553838,0.128827156,0.476100359,0.080285717,3.086416173,0.000669844,1.325417952,8942.117213,0.816333335,0.726744668,0.405786046,0.428948355,2.741889763,1.40755141,0.024090204,0.206273851,0.194662631,2.279872807,10.71993502,893.2585423,0.000302809,-0.193781054,0.076106381,255.8051873,255.8051873,-17.34481273,0.60945053,-22.62443252,0.769066863,0.772686842,1.571658953,0.635468555,2.305780002,0.975709903,1.537934066,0.968422052,7.292220983,1.042488243,0.105848142,-0.006099167,-0.130790864,20.22201488,62.47772145,115.298174,1816.225556,4.84E-06,52.89072899,168.188903,2.79E-06,3.579589271,31.17363624,0.892002835,2.154913215,0.028631717,4.792147645,2.793745061,1.829280189,0.411584758,0.015828318
Experiment,,1,1,23,1.64195169,0.308319571,-4.837964169,-2.932209762,-1.743618026,-0.699792226,17360.8537,2.443211228,5.922068112,0.387835667,1.843370644,9.844774008,0.911614915,1.163094183,1.163094183,0.001582219,0.000472085,4.399786331,8.339656431,2.202728973,2.421303366,8.666033403,1.15393047,0.162282934,0.3198268,1.18196861,0.170205951,1.172919094,0.0004404,1.910850649,15729.09758,0.051173898,0.351257893,0.585906932,0.606931051,2.686024577,1.72784657,0.055008527,0.213080316,0.540460238,1.677462927,8.511169608,1267.762951,0.000553756,-0.17099903,0.083335118,265.8346926,265.8346926,-7.315307412,0.133130412,-29.02879609,0.805399426,0.2368526,1.666243184,3.150761876,1.256224091,0.837807475,0.946388651,1.767369491,1.794034876,0.516124604,0.096365714,-0.001048906,-0.13159126,18.51049822,60.74738871,126.6418804,1789.691046,6.85E-06,65.92830723,192.5701877,1.65E-06,6.227163938,30.44525645,0.884187245,1.567103489,0.045684084,0.710600921,2.398348506,0.508680133,0.067358509,0.010779049
Experiment,,1,1,24,2.004917142,0.49087968,-5.253788332,-2.665869005,-1.068761496,-0.58504044,10145.01128,2.082322631,7.100761048,0.880429476,0.890694483,9.87695477,0.400794759,0.480155112,0.480155112,0.00138589,0.000296174,1.687633665,6.642585137,2.443340239,2.842045949,5.56849125,1.795818571,0.147569183,0.160476895,0.593066786,0.100907041,3.570248095,0.000369286,1.340118212,7268.628606,0.429433294,1.007024188,0.73586349,0.809237794,2.555671555,2.03820154,0.010714423,0.222864783,0.920264437,0.585229318,10.6639313,3822.974846,0.000533754,-0.333396521,0.031806394,270.1390387,270.1390387,-3.010961272,0.939932245,-5.305159762,1.295575826,0.349103493,0.432471567,3.073370912,0.919991416,1.952930074,1.7973396,0.557407031,2.23382932,0.860993821,0.117409891,-0.001550475,-0.119108572,14.73255057,55.96122107,141.9090232,2013.334939,2.15E-06,15.00247564,156.9114989,1.34E-06,6.323751298,28.23793518,0.927858334,1.041843427,0.063672989,2.840359062,2.015061164,1.125050128,0.496350542,0.012359916
Experiment,,1,1,25,2.042934796,0.35839662,-5.13858314,-3.380084252,-2.879524655,-0.957940996,8281.33845,1.545306319,1.879720495,0.273246605,2.098798013,8.755693504,0.647293225,0.233515366,0.233515366,0.001506083,0.000546556,1.190851041,0.729426582,0.448621976,2.68975448,37.27823254,0.268253061,0.420064639,0.023832554,0.088076829,0.22828695,6.135785252,8.37E-05,1.168738236,8641.363756,0.73147365,0.643869271,0.446513764,0.821064294,2.737630059,1.120166843,0.023302292,0.18065287,0.522410042,0.776974614,8.30710562,4038.149328,0.000504727,-0.100300394,0.105767795,267.4482492,267.4482492,-5.701750826,0.655476541,-14.11143977,1.129454253,0.941884133,0.958615786,2.015967678,1.399027371,1.724004873,1.742683776,1.292930227,4.172064846,0.84487433,0.095762296,0.000460411,-0.130454252,18.88579148,55.24697108,120.5215635,2171.247827,1.93E-06,33.56328923,154.0848527,1.57E-06,5.091579249,29.70001715,0.74381351,1.993776768,0.029575254,0.766392227,1.055877838,2.521603679,0.279329745,0.012270904
Experiment,,1,1,26,2.489334007,0.654415956,-4.623243531,-3.349332175,-4.169899358,-1.440381265,32713.23657,0.973327864,3.007951685,0.098085554,0.662322185,2.66184401,0.877643799,0.576242987,0.576242987,0.001530864,0.000536542,4.759041005,0.356381902,1.124014703,2.670544734,20.92997733,0.477783604,0.516904163,0.252747071,0.934065262,0.159757418,4.606857684,0.000335018,1.863695047,16922.47041,0.392742615,0.477279878,0.217587517,0.062944208,3.066894208,0.86604744,0.047830076,0.214674211,0.745145018,1.458949449,6.235678283,612.4040598,0.000780236,-0.200436132,0.073994725,260.5916568,260.5916568,-12.55834317,0.87706836,-14.86065051,1.168877803,1.638597699,1.191567263,3.20733919,1.249434704,1.932941823,1.457240634,1.140991664,0.950752746,0.941350266,0.042236475,0.005028363,-0.158911732,20.26974496,65.33041121,94.35170215,2100.72101,4.56E-06,56.03710377,150.3888059,3.27E-06,4.508433732,39.20887437,0.962228217,1.289783874,0.031428901,4.35497371,1.885122515,3.365397212,0.201971031,0.013770895
Experiment,,1,1,27,1.817329498,0.579613507,-4.692322486,-2.891818764,-1.408302587,-0.687427621,7062.776128,2.726136145,6.710735643,0.485477895,1.837041042,2.285193824,0.452828226,0.16895204,0.16895204,0.001230767,0.000240468,2.594454427,8.768150399,0.711145837,3.162703747,33.1701299,0.301476058,0.308721087,0.163965543,0.605959616,0.253801045,0.168511852,0.00061925,1.448292992,19186.65378,0.425473992,1.773434859,0.764443353,0.223989015,3.060996456,0.500082313,0.014996217,0.13915988,0.569655395,1.428998609,4.745264601,2857.557475,0.000166876,-0.224286979,0.066426851,264.7743511,264.7743511,-8.375648897,0.125159568,-29.61963423,1.212635,0.353169322,1.306724464,2.461406939,3.780907804,1.131503522,1.839750284,0.668149221,6.527016397,0.467080957,0.074983931,-0.001581717,-0.145316632,22.53110488,54.83309974,110.9995079,1755.448584,1.58E-06,54.52372906,165.5232369,3.94E-06,7.395109309,38.52567156,0.700501754,1.636005957,0.047525169,3.964501907,1.775980172,2.935278494,0.246617383,0.006848468
Experiment,,1,1,28,2.670151374,0.353559255,-5.013019065,-2.918577025,-2.87458094,-1.106066473,16587.21977,0.986209849,1.764165849,0.365822919,0.490375374,2.764511302,0.61175153,1.351514965,1.351514965,0.001510996,0.00028492,3.304846845,8.924215026,2.377776334,1.7834489,28.93655218,0.345583673,0.691590185,0.058165277,0.214958632,0.091902574,1.640228944,0.000694354,1.220531026,26335.68629,0.767415192,1.098594923,0.21107328,0.259360258,2.612448844,0.726029573,0.014923627,0.237004423,0.888238391,0.247715434,8.117179761,1611.839048,0.000142396,-0.311119653,0.038874844,246.8380546,246.8380546,-26.31194536,0.116841701,-35.50850044,1.210995413,2.024980798,0.839442035,1.499679567,1.008692122,1.177298748,1.093489788,2.327405298,6.962049146,1.05959773,0.119383933,0.003319302,-0.113020811,15.71276582,60.84231087,119.955405,1963.834051,2.46E-06,35.31507828,155.2704833,1.52E-06,6.616795961,28.64508366,0.783317349,1.067059822,0.070309262,0.941657478,0.527568543,0.61048932,0.310950472,0.008333716
Experiment,,1,1,29,2.782389211,0.499198893,-4.543485281,-3.428084916,-6.517985731,-2.046969313,17611.31494,1.851485424,5.718867139,0.371424362,1.250086294,11.68566463,0.887641019,0.06275845,0.06275845,0.001532408,0.00018003,1.436860027,3.379559581,1.610358573,2.178703137,8.794518696,1.137071891,0.506868595,0.189441385,0.700109466,0.044970721,1.081070422,0.000815075,1.188604616,11284.13927,0.129143423,1.44682879,0.748694106,0.653289666,3.044734681,0.646348665,0.027223261,0.296568566,0.341914375,1.446843653,5.124003414,3972.328751,0.000395138,-0.251038091,0.057938724,248.6816101,248.6816101,-24.46838987,0.02424539,-37.6567117,0.924723214,1.595491712,0.982473187,1.079649207,2.236898779,1.738420797,1.847313287,2.291620289,5.22992026,0.47330712,0.091743597,-0.001243921,-0.134638121,22.01380329,54.01090596,102.9842976,2133.546571,2.38E-06,54.10166362,157.0859613,3.14E-06,10.27290538,29.79276149,0.683817677,0.861322722,0.061552829,3.192839513,2.359410994,0.32213997,0.238653731,0.012773226
Experiment,,1,1,30,1.69200191,0.329712834,-5.156097188,-3.399038438,-2.305641809,-0.775323578,13769.75792,2.693193933,2.969589294,0.290525782,1.343306388,1.704790914,0.540730653,1.84568539,1.84568539,0.001207941,0.000877081,3.246130405,4.544771468,0.458648496,4.172775943,8.337572187,1.199389915,0.047205408,0.431397123,1.594293714,0.03709604,4.255830053,0.000652474,1.799365646,4232.822297,0.346616168,1.936980452,0.556901943,0.577293818,2.909523139,1.200125019,0.017741183,0.165856112,0.236558697,0.612765253,8.433635516,2025.945237,7.43E-05,-0.170430428,0.083515535,253.5313676,253.5313676,-19.61863239,0.679617891,-23.45640573,1.208176984,3.461608664,0.916316723,2.227226603,0.992490549,1.782828959,1.035854846,2.153166935,3.95851247,0.490827541,0.115227185,-0.003882588,-0.122787415,19.9040847,77.58801692,99.92727511,1828.237365,3.68E-06,49.14325794,149.070533,1.19E-06,2.084333503,37.89675163,0.782068536,0.868330926,0.056932147,1.720886531,0.516108028,3.558128459,0.517954348,0.008613103
Experiment,,1,1,31,2.855573102,0.471139823,-5.197169998,-2.793302294,-2.299579603,-0.991915351,12665.87924,1.330932558,4.683874854,0.910134188,0.753764938,5.61555662,0.68579057,1.268159611,1.268159611,0.001451403,0.000346086,5.828003932,4.101891841,2.067095116,1.137368,28.29552414,0.353412785,0.295726377,0.238518495,0.881481393,0.067110751,1.303985181,0.000344029,1.140083573,11486.63275,0.757892596,0.411619883,0.024100218,0.808111037,2.794207852,0.946843538,0.007194853,0.467068532,0.446324146,2.261017326,6.32551947,1712.052408,0.000123257,-0.377516779,0.017807036,253.2922902,253.2922902,-19.85770978,0.559936597,-25.16633499,1.120902254,0.553041854,1.492180261,1.780064214,3.080460227,1.315855665,1.768443749,1.623458459,5.650465753,1.063103723,0.035351082,0.00450559,-0.163682793,15.3315656,52.45625445,107.4923446,2386.217954,1.33E-06,52.29969829,159.7920429,3.39E-06,4.810446335,28.32048572,0.917063453,0.805059365,0.104793278,2.901422481,2.546148216,0.468303953,0.097697544,0.015423579
Experiment,,1,1,32,2.830786188,0.602306777,-4.763456798,-3.165167206,-3.810854636,-1.394290135,19479.88519,3.156129927,1.577480705,0.227267015,1.877956026,3.165129174,0.550191318,0.605580764,0.605580764,0.001958111,0.00092239,2.968015161,2.974115041,1.488244632,2.504043404,11.92556373,0.838534783,0.361771579,0.297732396,1.100315377,0.206777646,0.257494657,0.000478417,1.477581993,25091.47399,0.574029548,0.203965272,0.27828798,0.616889074,2.337656199,1.046211141,0.011996589,0.241745731,0.47628543,1.695013267,11.04562874,5119.217472,2.42E-05,-0.329897278,0.032916704,267.1328274,267.1328274,-6.017172618,0.314493384,-22.65118216,0.982733263,3.191388147,1.366462544,1.3904996,2.041011885,1.379538011,0.568560969,1.694487565,3.189915614,0.913178531,0.032771263,-0.006887609,-0.176667739,17.59148389,45.06337305,69.71354118,2124.907529,2.82E-06,64.38214574,134.0956869,3.61E-06,5.235391315,32.41667911,0.794741594,1.382227114,0.061473554,0.267293653,2.176930881,0.539353328,0.524746878,0.00916579
Experiment,,1,1,33,2.285960334,0.509744527,-4.58890159,-3.463614336,-4.957416427,-1.578455458,5047.012058,2.75430498,4.833589852,0.325256507,0.824596321,3.043612174,0.52096753,0.502372765,0.502372765,0.001887073,0.000657415,2.400893987,5.232148827,0.800649226,1.502475389,23.39724171,0.427400808,0.318791477,0.307085955,1.134882878,0.167872608,3.440722041,0.000707247,1.227183074,10629.05433,0.808787354,1.32161556,0.721414643,0.192459204,2.616230134,2.051826296,0.013191179,0.201636097,0.140478251,1.683677048,5.694149757,4768.239326,0.000111011,-0.266844721,0.05292328,248.6023666,248.6023666,-24.5476334,0.896872846,-25.82569229,0.987025892,0.730294625,0.967480109,1.804145992,0.845682757,0.984483862,1.435642123,0.913064126,9.090266656,0.697839972,0.069121279,-0.005579994,-0.152932164,20.31633786,49.9085308,82.86469686,1913.552466,2.31E-06,50.25295751,133.1176544,1.88E-06,4.652160958,32.84057592,0.845016113,1.423557266,0.084809423,1.525336511,1.142309313,1.726621807,0.591216717,0.009360551
Experiment,,1,1,34,1.561654266,0.597261808,-5.063891437,-2.961300963,-0.76099428,-0.458668709,7594.362418,0.917839446,1.492373796,0.239039226,2.189038953,1.422702229,0.709649854,1.129744683,1.129744683,0.001916085,0.00056877,5.46588294,3.913025224,0.65620002,2.227671522,19.9261395,0.501853357,0.376986163,0.084597392,0.312642537,0.060982945,3.639141097,7.63E-05,1.820000246,5841.128138,0.857024501,0.512266429,0.932413509,0.480993436,2.812086482,1.272066159,0.039707685,0.126950423,0.074708834,1.898784391,6.717432123,700.3118736,0.000611109,-0.335046435,0.031282876,267.5520127,267.5520127,-5.597987311,0.887328178,-8.403093112,0.945214597,1.199704691,1.180743316,0.818759539,1.551681461,0.701697446,1.827885571,0.462914762,2.869299664,1.112953148,0.038357347,-0.000591131,-0.166924648,19.72793131,64.29952295,109.6025699,1853.803471,1.52E-06,70.14623687,179.7488068,2.65E-06,6.150918396,29.3760856,0.799012119,1.838293865,0.074544064,5.646805815,1.942560921,1.366252897,0.297278287,0.006072749
Experiment,,1,1,35,2.273457534,0.347659508,-5.059661061,-2.739069598,-1.925422553,-0.829873787,13291.58275,4.05645764,5.781868324,0.185983766,1.299395461,4.703150054,0.525674108,1.066172899,1.066172899,0.001032932,0.000221786,5.993127722,1.432871933,0.251570786,2.601918058,21.03978016,0.475290137,0.226441477,0.233549806,0.86311885,0.183645217,1.989507909,0.000487111,1.195530411,18582.05794,0.922458022,0.23684113,0.93712817,0.297689526,2.366771598,1.851935575,0.023357594,0.251690547,0.710075923,2.413428333,5.284568748,1579.000893,7.00E-05,-0.284797689,0.047226803,258.3972785,258.3972785,-14.75272153,0.431958401,-23.88739191,1.300388294,1.695112873,0.647931267,2.027720793,1.143372903,1.822572588,0.915987332,0.956618356,0.316525207,0.986812947,0.119967911,-0.005281304,-0.121261103,19.47891902,49.2430717,104.7627646,1936.836647,3.28E-06,57.94168134,162.704446,1.70E-06,5.562449468,39.90072794,0.885443394,1.296666511,0.074048029,2.688529332,3.727024574,1.191092139,0.580109346,0.011148868
